fixed acidity,volatile acidity,residual sugar,free sulfur dioxide,total sulfur dioxide,alcohol,quality
8.6,0.36,11.1,43.5,171,12,5
5.8,0.28,9.1,26,159,10.8,5
6.4,0.3,4.4,17,135,12.2,6
6.2,0.2,2.8,17,126,9.4,6
5.8,0.29,1.1,12,83,11.4,6
5.7,0.22,1.3,26,101,12.5,7
5.6,0.22,1.2,29,97,13.05,7
6.8,0.32,3.3,31,99,12.4,6
6.2,0.2,9.7,39,102,12.9,7
6.1,0.35,2.3,25,133,12,7
5.9,0.3,1.1,23,56,11.3,5
6.3,0.15,11.4,25,96,10,6
4.8,0.13,1.2,40,98,11.8,7
6,0.2,14.7,53,125,9.4,6
5.7,0.2,13.8,44,112,8.8,6
6,0.27,1.3,32,138,11.1,6
6.3,0.37,6.3,35,146,10.5,6
6.4,0.23,7.9,60,150,9.3,6
5.9,0.34,2,12,110,11.4,6
5,0.33,11.8,23,158,11.8,6
5.4,0.29,1.2,31,132,12.4,6
8,0.33,10,22,108,11.6,6
6.4,0.3,5.2,30,137,11.1,5
5.4,0.29,1.2,31,132,12.4,6
6.4,0.33,7.2,42,168,11.1,6
7,0.33,9.9,21,251,11,6
6.7,0.45,5.3,27,165,12.2,6
6.5,0.36,13.55,20,113,11,6
5.8,0.42,2.2,26,129,12.9,6
7.1,0.39,9.9,29,124,10.9,6
6.7,0.53,4.3,20,114,13.4,6
6.7,0.66,13,32,75,10.7,6
6.5,0.36,13.55,20,113,11,6
6.5,0.16,1,23,75,11.4,7
8.3,0.22,1.1,20,116,10.2,6
6.9,0.23,6.9,45,116,11,6
6.4,0.17,13.4,45,139,9.1,6
5,0.33,4.6,40,124,11,6
6.8,0.38,9.9,40,146,11.5,6
6.5,0.29,3,38,93,12,6
6.9,0.29,5.8,16,112,11.2,5
6.6,0.28,12.9,31,177,11.2,6
6.2,0.36,3.2,13,73,12.6,7
6,0.615,0.8,8,50,11,4
5.9,0.44,2.5,12,73,10.8,6
5.9,0.42,2.4,19,77,10.9,5
5.8,0.34,7.2,48,146,9.8,5
5.8,0.27,7.3,42,145,9.8,5
7.1,0.33,6.3,27,166,9.5,5
6.1,0.44,4.25,43,132,11.26666667,7
7.3,0.28,1.2,26,99,10.8,5
5.2,0.5,2,23,129,13.4,7
6.1,0.44,4.25,43,132,11.3,7
6.4,0.62,4.7,33,196,8.9,5
6.4,0.38,4.5,36,119,11.2,6
7.5,0.305,1.4,30,95,11.5,7
6.5,0.5,4.1,35,131,13,7
6.6,0.4,5.3,20,125,12.6,6
6.4,0.4,4.2,15,91,13.1,6
8.3,0.49,6.65,6,158,11.2,5
6.3,0.3,8.2,50,199,11.7,6
6.1,0.19,2.6,24,99,10.9,6
6.1,0.19,2.6,24,99,10.9,6
5.6,0.24,2,14,73,11.6,7
5.7,0.25,12.2,43,127,10.4,7
6.6,0.21,2.3,31,102,10.9,7
6.3,0.3,8.2,50,199,11.7,6
6.2,0.28,5,50,188,10.8,6
5.8,0.29,10.7,49,136,11.2,6
5.8,0.345,10.8,26,120,10,6
6.5,0.51,1.7,39,177,10.56666667,5
6,0.24,1.3,42,118,11.73333333,6
6.5,0.51,1.7,39,177,10.6,5
6.9,0.54,12.7,59,195,10.5,6
6,0.24,1.3,42,118,11.75,6
6.6,0.26,1.2,43,126,11.4,6
5.7,0.24,1.3,25,98,12.4,7
6.5,0.21,5.7,47,197,10.1,6
6.8,0.29,3.4,40,122,12.3,6
5,0.24,1.1,49,158,13.1,7
5.9,0.18,1,24,88,10.65,7
5.8,0.26,1,35,101,11.4,7
6.7,0.61,1.65,40,240,9.3,5
5.7,0.695,6.8,9,84,10.2,5
5.6,0.695,6.8,9,84,10.2,5
5.7,0.39,4.9,49,113,13.1,7
6.1,0.38,1.4,59,210,9.6,5
6.3,0.36,2.5,18,73,12.8,7
6,0.29,10.8,55,149,10.96666667,7
6,0.29,10.8,55,149,10.96666667,7
6,0.29,10.8,55,149,10.96666667,7
6,0.29,10.8,55,149,11,7
7.1,0.43,2.8,43,132,13.4,6
6.6,0.25,1.3,28,85,11.2,6
6.6,0.33,2,14,79,12.4,6
8,0.23,1.1,35,150,11.2,5
7.3,0.17,8.2,44,111,12.4,6
6,0.17,6,30,111,10.13333333,7
6.1,0.16,6.1,31,114,10.13333333,7
7.3,0.17,8.2,44,111,12.4,6
6.4,0.31,8.8,36,221,9.1,5
6.1,0.16,6.1,31,114,10.15,7
6,0.17,6,30,111,10.15,7
5.9,0.44,1.2,12,117,11.5,5
6.6,0.285,11.4,57,137,8.9,6
4.9,0.335,1.3,69,168,10.46666667,5
4.9,0.335,1.3,69,168,10.46666667,5
6,0.28,6.2,37,104,11.8,7
5.8,0.35,3.2,41,151,11.63333333,7
5.7,0.21,4.5,58,140,10.6,6
6.5,0.25,9.9,41,128,9.6,6
6,0.28,6.2,37,104,11.8,7
6.6,0.285,11.4,57,137,8.9,6
4.7,0.335,1.3,69,168,10.5,5
6.8,0.63,1.3,25,133,10.2,4
5.6,0.27,0.9,11,49,13.1,6
6.8,0.32,0.7,15,66,11.8,6
6.5,0.33,1,39,120,12.2,6
6,0.24,1,52,184,11.45,6
7.2,0.26,10.4,23,114,10.5,5
6.8,0.63,1.3,25,133,10.2,4
6.7,0.16,12.5,18,156,9,6
6.7,0.16,12.5,18,156,9,6
6.7,0.16,12.5,18,156,9,6
6.7,0.16,12.5,18,156,9,6
6.9,0.19,19.25,38,167,9.1,7
6,0.36,1.1,26,173,8.8,5
6.7,0.16,12.5,18,156,9,6
6.9,0.19,19.25,38,167,9.1,7
6.7,0.35,9,29,113,12.9,7
6.1,0.15,1.2,19,84,13,6
6.7,0.35,9,29,113,12.9,7
7,0.27,1.3,34,121,9.2,6
6.8,0.3,12.8,60,168,9.8,5
6.8,0.3,12.8,60,168,9.8,5
6.4,0.69,7.6,34,144,10.1,6
6.4,0.69,7.6,34,144,10.1,6
5.9,0.12,1.4,36,83,10.9,7
6.3,0.36,8.3,51,202,9.6,6
5.7,0.27,9,32,111,10.4,6
6.1,0.22,1.85,25,111,11.8,7
5.6,0.205,12.55,31,115,10.8,6
7.2,0.33,1.4,26,109,10.6,6
5.9,0.21,1.8,45,142,12.7,6
5.4,0.33,4,27,108,12.2,7
5.4,0.205,12.55,31,115,10.8,6
5.7,0.27,9,32,111,10.4,6
6.4,0.28,3,19,98,11.1,6
6.1,0.22,1.85,25,111,11.8,7
6.7,0.15,7.9,17,81,10,6
5.5,0.315,2.6,10,69,10.8,6
4.8,0.225,1.2,47,130,10.3,6
5.2,0.24,7.1,32,134,9.9,6
6.7,0.15,7.9,17,81,10,6
6.6,0.27,1.3,18,93,12.25,5
6.1,0.32,10.7,27,98,10.2,6
6,0.25,7.7,37,132,9.4,6
6.4,0.42,8.4,58,180,9.7,6
6.1,0.32,10.7,27,98,10.2,6
6.9,0.31,12.7,33,116,10.4,6
6.3,0.48,1.8,35,96,12.2,6
6,0.25,7.7,37,132,9.4,6
7.2,0.21,10.5,36,122,10.6,6
6.8,0.32,1.6,4,65,10.7,5
7.9,0.3,1.85,13,106,11.85,5
5.3,0.31,10.5,53,140,11.7,6
5.3,0.31,10.5,53,140,11.7,6
5.2,0.185,1,47,123,10.15,6
5.5,0.16,1.2,31,68,11.63333333,6
6,0.17,1.7,14,61,10.8,6
6,0.16,1.6,13,61,10.8,6
6.1,0.24,9,41,134,12.3,7
5.5,0.3,1.9,33,118,12.5,6
5.5,0.16,1.2,31,68,11.65,6
6,0.32,1.5,56,189,9.6,5
6.1,0.27,3.9,42,137,10.9,6
6,0.27,3.6,36,133,10.8,6
6,0.14,1.2,63,148,11.2,5
5,0.24,5,17,101,10,5
6.1,0.26,2.9,289,440,10.5,3
6.3,0.23,10.4,61,132,9.1,6
5.6,0.26,11.4,25,93,10.5,6
6.1,0.34,18.35,33,184,9.3,5
6.2,0.35,18.4,28,182,9.3,6
6,0.14,1.2,63,148,11.2,5
7.3,0.36,7.1,48,185,10.6,6
5.1,0.25,1.3,40,78,12.1,7
5.5,0.16,1.5,35,100,12,6
6.4,0.19,10.2,40,106,9.7,6
6.6,0.29,2.2,21,92,12.4,6
6,0.38,3.5,38,111,13.6,7
6,0.38,3.5,38,111,13.6,7
6.5,0.2,3.9,27,140,11.8,6
6.6,0.17,7.4,45,128,10,6
6.6,0.17,7.4,45,128,10,6
6.2,0.15,11,46,116,9.1,6
5.9,0.48,1.5,19,78,11.9,7
5.3,0.4,3.9,45,130,11.75,7
5.9,0.26,5.4,34,116,11.4,6
5.2,0.3,1.5,18,96,13,8
6.4,0.32,5,28,138,12.4,8
6.6,0.19,1.2,34,181,9.4,7
6.8,0.27,13,69,160,9.6,6
6.8,0.27,13,69,160,9.6,6
6.8,0.27,13,69,160,9.6,6
6.8,0.27,13,69,160,9.6,6
6.4,0.28,8.6,47,223,9.1,5
5.2,0.21,1.7,17,61,12,7
7.1,0.24,1.2,6,132,11.2,4
5,0.27,1.2,42,124,10.1,6
5.8,0.27,1.2,47,130,10.3,6
5.9,0.27,2,31,102,12.3,6
5.8,0.315,19.4,28,106,10.55,6
6,0.59,0.8,30,95,10.9,4
5.8,0.3,6.3,36,138,9.7,5
5.6,0.3,6.4,34,142,9.8,5
6.7,0.3,12.1,38,127,8.9,6
6.7,0.3,12.1,38,127,8.9,6
6.4,0.31,12.9,55,161,10.2,5
6.9,0.25,2.4,28,76,11.7,7
4.4,0.32,4.3,31,127,12.8,8
3.9,0.225,4.2,29,118,12.8,8
6.4,0.31,12.9,55,161,10.2,5
5.5,0.62,1.7,24,118,13.55,6
6.2,0.3,2.2,28,128,11.6,6
6.7,0.3,12.1,38,127,8.9,6
4.7,0.785,3.4,23,134,13.8,6
6,0.31,7.4,47,159,9.4,6
6,0.32,7.3,46,159,9.4,5
6.4,0.105,1.1,44,140,10.7,7
6.4,0.105,1.1,44,140,10.7,7
5.7,0.33,1.4,28,93,12.3,6
5.9,0.32,14.5,37,115,10.3,5
6.2,0.26,8,35,111,10.4,6
6,0.2,1.1,45,126,11.6,7
6.4,0.105,1.1,44,140,10.7,7
5.8,0.28,2.2,24,125,12.8,8
6.4,0.31,5.8,42,111,11.9,7
6,0.35,0.9,9,65,12.1,4
5.1,0.26,6.4,26,99,9.2,6
6.6,0.28,10.9,37,131,9.5,6
6,0.17,7.3,39,104,11,6
7.3,0.35,8.3,10,100,10.9,5
6,0.26,1.3,66,150,10.4,6
5.4,0.375,3.3,29,147,9.1,5
7,0.17,1,19,71,11.4,6
5.1,0.26,1.1,46,113,11.4,7
5.8,0.36,1,63,178,9.7,5
5.7,0.4,5.1,17,113,12.4,6
6.2,0.76,3.2,18,120,13.7,7
6.1,0.41,12.6,54,136,10.6,6
5.8,0.385,3.7,38,122,11.2,6
6,0.27,1.7,18,82,13.13333333,6
5.7,0.4,5.1,17,113,12.4,6
5.8,0.36,1,63,178,9.7,5
7,0.24,1.3,18,131,11,6
6.8,0.23,1.5,35,165,11.3,6
6.5,0.28,4.6,22,130,12,7
6.4,0.23,10.3,54,140,9.2,5
6,0.34,6.1,29,134,10.7,6
6,0.34,6.1,29,134,10.7,6
6.7,0.22,1.2,36,86,11.4,6
6.4,0.23,10.3,54,140,9.2,5
6,0.32,9.9,22,90,12.1,7
5.8,0.29,1.6,17,140,11.1,6
5.8,0.38,1.1,20,140,9.7,6
5.9,0.32,1.5,17,141,10.7,5
5.6,0.33,1.2,33,97,10.9,6
5.9,0.37,1.5,35,95,12,7
5.6,0.295,1.1,40,102,10.6,6
6.7,0.5,11.5,18,92,9.6,5
6.5,0.28,7.8,54,216,13.1,6
5.3,0.275,7.4,28,114,11,6
5.2,0.405,1.45,10,44,11.6,4
6.8,0.34,8.9,44,128,11.95,7
5.7,0.22,1.1,97,175,11.1,6
6.2,0.28,1,50,92,11.5,6
5.6,0.34,2.5,47,182,11.3,5
4.8,0.29,1.1,38,180,11.9,6
6.6,0.38,2.4,15,93,9.5,5
5.1,0.3,2.3,40,150,12.2,6
4.4,0.54,5.1,52,97,12.2,7
7,0.36,2.5,67,161,11.1,6
6.4,0.33,8.9,52,164,9.6,5
7,0.36,2.5,67,161,11.1,6
6.4,0.33,8.9,52,164,9.6,5
6.2,0.23,1.6,12,113,11.4,5
5.2,0.25,1.4,20,77,11.4,5
6.2,0.35,3.9,22,79,12.06666667,6
7.1,0.23,13.7,26,172,9,6
7.1,0.23,13.7,26,172,9,6
7.5,0.38,9.2,19,116,11.4,6
6.4,0.35,7.8,53,177,9.6,5
6,0.43,7.6,25,118,11,6
6,0.52,7.7,24,119,11,6
5.5,0.31,3,16,102,11.2,6
5.9,0.22,1.3,42,86,11.55,6
6.2,0.36,4,44,92,13.3,7
6,0.41,1.1,22,148,9.633333333,5
6.2,0.355,2,31,95,13.6,6
5.7,0.41,1.9,30,112,11.2,6
5.3,0.6,1.4,3,60,13,6
5.8,0.23,4.5,42,124,10.8,6
6.6,0.24,10.1,8,81,9.8,6
6.1,0.32,6.6,29,132,11.45,7
5,0.2,1.9,20,98,12.05,6
6,0.42,12.4,50,179,9.7,5
5.7,0.21,1.6,33,122,11.9,6
5.6,0.2,2.5,16,125,10,6
7.4,0.22,1.2,18,97,9.7,6
6.2,0.38,2.5,34,117,11.6,7
5.9,0.54,0.8,12,82,8.8,5
6.2,0.53,0.9,6,81,9.5,4
6.6,0.34,8.1,68,170,9.533333333,6
6.6,0.34,8.1,68,170,9.533333333,6
5,0.235,11.75,34,118,9.4,6
5.5,0.32,1.3,45,156,10.7,5
4.9,0.47,1.9,60,148,11.5,6
6.5,0.33,8.3,68,174,9.6,5
6.6,0.34,8.1,68,170,9.55,6
6.2,0.21,5.7,45,121,12.15,7
6.2,0.41,1.9,5,56,13,7
6.8,0.22,1.2,38,127,9.2,5
4.9,0.235,11.75,34,118,9.4,6
6.1,0.34,2.2,25,100,11.8,6
5.7,0.21,0.9,38,121,10.6,6
6.5,0.23,1.3,29,112,9.7,5
6.2,0.21,1.6,24,92,11.2,6
6.6,0.32,8,57,168,9.6,5
6.5,0.24,1.2,30,111,9.4,6
5.5,0.29,1.1,20,110,12.8,7
6,0.21,0.8,22,98,11.8,6
